,Unnamed: 0,street,suburb,government_area,market,country,country_code,_id,longitude,latitude
4048,4048,"Montréal, QC, Canada",Little Burgundy,Le Sud-Ouest,Montreal,Canada,CA,31149060,-73.56794,45.48982
4049,4049,"Istanbul, İstanbul, Turkey",,Bahcelievler,Istanbul,Turkey,TR,31208538,28.83392,40.99244
4050,4050,"Darlinghurst, NSW, Australia",Paddington,Sydney,Sydney,Australia,AU,310414,151.21766,-33.88191
4051,4051,"Sultanahmet, İstanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,31063824,28.97221,41.00334
4052,4052,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,31167868,28.98075,41.03946
4053,4053,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,31048054,114.17044,22.3094
4054,4054,"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,31125291,28.94787,41.03104
4055,4055,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,31173511,-73.56408,45.5028
4056,4056,"New York, NY, United States",Manhattan,Lower East Side,New York,United States,US,3120723,-73.98573,40.72165
4057,4057,"Montréal, Québec, Canada",Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,31258001,-73.63037,45.50868
4058,4058,"Istanbul, Küçük Ayasofya - Sultanahmet - Fatih / Istanbul / TURKIYE, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,3102202,28.9719,41.00282
4059,4059,"Montréal, Québec, Canada",Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montreal,Canada,CA,31022850,-73.63073,45.55683
4060,4060,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,31035946,-8.60645,41.14919
4061,4061,"Waverley, NSW, Australia",Waverly,Waverley,Sydney,Australia,AU,31059672,151.25503,-33.9003
4062,4062,"Hong Kong, Hong Kong Island, Hong Kong",Eastern District,Eastern,Hong Kong,China,HK,31095245,114.2209,22.28088
4063,4063,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,31117363,-43.181273988604175,-22.96448298680193
4064,4064,"Barcelona, Catalonia, Spain",Sants-Montjuïc,Sants - Badal,Barcelona,Spain,ES,3127809,2.1254,41.37547
4065,4065,"深圳市, 广东省, China",,Yuen Long,Hong Kong,China,CN,31293980,114.0726,22.51521
4066,4066,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,310233,-43.1819181446616,-22.96776638572468
4067,4067,"Montréal, Québec, Canada",Gay Village,Ville-Marie,Montreal,Canada,CA,31057997,-73.552,45.52502
4068,4068,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,31180534,114.14999,22.28563
4069,4069,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,31191629,-73.57736,45.52022
4070,4070,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,31217955,-73.56501,45.53088
4071,4071,"Montréal, Québec, Canada",Verdun,Verdun,Montreal,Canada,CA,31176187,-73.57036,45.46914
4072,4072,"Ultimo, NSW, Australia",Ultimo,Sydney,Sydney,Australia,AU,31088238,151.19699,-33.88235
4073,4073,"Montréal, QC, Canada",Little Burgundy,Le Sud-Ouest,Montreal,Canada,CA,31144314,-73.56739,45.4876
4074,4074,"Mont-Royal, Québec, Canada",Mont-Royal,Mont-Royal,Montreal,Canada,CA,31164170,-73.65559,45.51793
4075,4075,"Barcelona, CT, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,31101349,2.14671,41.37972
4076,4076,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,31121699,-43.18988253059425,-22.97518519124278
4077,4077,"Tuzla, İstanbul, Turkey",,Tuzla,Istanbul,Turkey,TR,31125186,29.35227,40.89386
4078,4078,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,31186053,-8.61242,41.15555
4079,4079,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,31220751,28.98763,41.04902
4080,4080,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,31085894,28.97597,41.03526
4081,4081,"Sydney , Sydney Australia, Australia",,The Hills Shire,Sydney,Australia,AU,31134257,151.00081,-33.77811
4082,4082,"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,3121854,-155.2075,19.42408
4083,4083,"Hong Kong, Hong Kong",Eastern District,Wan Chai,Hong Kong,China,HK,31110464,114.18655,22.28203
4084,4084,"Üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,31235308,29.02179,41.02324
4085,4085,"Hong Kong Island, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,China,HK,31279195,114.18681,22.28023
4086,4086,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,China,HK,31299012,114.17367,22.29561
4087,4087,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,31301774,2.17628,41.38043
4088,4088,"Laranjeiras, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,31058753,-43.18305558212906,-22.93644635375004
4089,4089,"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,31080472,-157.83423,21.28633
4090,4090,"Hong Kong, 九龍, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,China,HK,31086693,114.17228,22.29686
4091,4091,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,31135824,-8.60981,41.15693
4092,4092,"Rio, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,3113661,-43.23208916164074,-22.93181130274821
4093,4093,"New York, NY, United States",Manhattan,Harlem,New York,United States,US,3122230,-73.9447,40.81595
4094,4094,"Barcelona, Catalunya, Spain",Diagonal Mar - La Mar Bella,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,Spain,ES,31197980,2.21503,41.40385
4095,4095,"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,31011177,29.04138,41.07217
4096,4096,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,31205947,-8.6288,41.15787
4097,4097,"Barcelona, Barcelona, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,31215573,2.16764,41.38714
4098,4098,"Beyoğlu, İstanbul, Turkey",Karaköy,Beyoglu,Istanbul,Turkey,TR,31272924,28.9734,41.02829
4099,4099,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,31301794,28.97943,41.03692
4100,4100,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,31034950,28.99243,41.05695
4101,4101,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,31013832,114.15223,22.28698
4102,4102,"Hong Kong, Hong Kong Island, Hong Kong",Mid-Levels,Central & Western,Hong Kong,China,HK,31037891,114.14112,22.28333
4103,4103,"Ataşehir, İstanbul, Turkey",,Atasehir,Istanbul,Turkey,TR,31053412,29.10792,40.98049
4104,4104,"Montréal, Québec, Canada",Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montreal,Canada,CA,31057135,-73.53738,45.66563
4105,4105,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,31099467,-43.35433174362467,-23.010713029226924
4106,4106,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,31119279,-8.6208,41.15336
4107,4107,"Barcelona, CT, Spain",Eixample,el Fort Pienc,Barcelona,Spain,ES,31217862,2.17976,41.40151
4108,4108,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,31302323,2.1767,41.38028
4109,4109,"Kailua Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,31039082,-155.97073,19.5891
4110,4110,"Matosinhos, Porto, Portugal",,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,31081663,-8.68843,41.17539
4111,4111,"İstanbul , İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,31083177,28.995,41.07672
4112,4112,"Kapolei, HI, United States",Oʻahu,Ewa,Oahu,United States,US,31040144,-158.12327,21.3349
4113,4113,"Rio de Janeiro, Rio de Janeiro, Brazil",Glória,Glória,Rio De Janeiro,Brazil,BR,3114202,-43.174889220604925,-22.92426936319266
4114,4114,"Montréal, QC, Canada",Le Sud-Ouest,Le Sud-Ouest,Montreal,Canada,CA,31144321,-73.56654,45.48917
4115,4115,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,31200584,28.98644,41.05052
4116,4116,"Hong Kong, New Territories, Hong Kong",,Islands,Hong Kong,China,HK,31269732,113.95179,22.29411
4117,4117,"Barcelona, Catalunya, Spain",Les Corts,la Maternitat i Sant Ramon,Barcelona,Spain,ES,31305846,2.12242,41.37846
4118,4118,"Dulwich Hill, NSW, Australia",Dulwich Hill,Marrickville,Sydney,Australia,AU,31089327,151.14333,-33.89997
4119,4119,"Tijuca, Rio de Janeiro, Brazil",Maracanã,Tijuca,Rio De Janeiro,Brazil,BR,31123905,-43.21799581527157,-22.914875022919023
4120,4120,"İstanbul, Istanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,31156767,28.9791,41.01278
4121,4121,"Beykoz, İstanbul, Turkey",,Esenyurt,Istanbul,Turkey,TR,31205337,28.65265,41.03262
4122,4122,"Hong Kong, Kowloon, Hong Kong",Sham Shui Po District,Sham Shui Po,Hong Kong,China,HK,31270876,114.16699,22.32939
4123,4123,"Chifley, NSW, Australia",Chifley,Randwick,Sydney,Australia,AU,31383645,151.24015,-33.97352
4124,4124,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,31332997,-8.61342,41.145
4125,4125,"Barcelona, Catalunya, Spain",Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,31328773,2.17625,41.38806
4126,4126,"Brooklyn, NY, United States",Bushwick,Bushwick,New York,United States,US,3139489,-73.91967,40.69545
4127,4127,"Montréal, QC, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,31385559,-73.54865,45.52147
4128,4128,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,31457975,-8.61529,41.14372
4129,4129,"Barcelona, Catalunya, Spain",Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,31385256,2.17143,41.37435
4130,4130,"North Parramatta, NSW, Australia",,Parramatta,Sydney,Australia,AU,31391139,151.0048,-33.7995
4131,4131,"Hong Kong, Hong Kong Island, Hong Kong",Sheung Wan,Central & Western,Hong Kong,China,HK,31399123,114.14571,22.28548
4132,4132,"Porto, Porto, Portugal",,Paranhos,Porto,Portugal,PT,31403026,-8.595790000000001,41.16738
4133,4133,"Neutral Bay, NSW, Australia",Neutral Bay,North Sydney,Sydney,Australia,AU,31344231,151.21983,-33.83068
4134,4134,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,313223,-43.200373532313,-22.984446544659807
4135,4135,"Kınalıada, Istanbul Province, Turkey",,Adalar,Istanbul,Turkey,TR,3136909,29.05006,40.90622
4136,4136,"Montréal, Québec, Canada",Saint-Laurent,Saint-Laurent,Montreal,Canada,CA,31443139,-73.67188,45.50871
4137,4137,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,31425079,114.17018,22.31101
4138,4138,"Barcelona, CT, Spain",Sants-Montjuïc,Hostafrancs,Barcelona,Spain,ES,31431457,2.14567,41.37467
4139,4139,"Rio, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,3144266,-43.1998704851129,-22.98191338947123
4140,4140,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,China,HK,31343008,114.18676,22.28057
4141,4141,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,Barcelona,Spain,ES,31352359,2.16545,41.38328
4142,4142,"Barcelona, Catalunya, Spain",Sant Antoni,Sant Antoni,Barcelona,Spain,ES,31408169,2.15743,41.38023
4143,4143,"Barcelona, Catalunya, Spain",Eixample,el Parc i la Llacuna del Poblenou,Barcelona,Spain,ES,31459895,2.1867,41.392
4144,4144,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,31346657,28.98009,41.03499
4145,4145,"Rozelle, NSW, Australia",Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,31318633,151.16873,-33.87127
4146,4146,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,31448135,-73.5837,45.51921
4147,4147,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,31454375,-8.60257,41.15003
4148,4148,"Hong Kong, Kowloon, Hong Kong",Sham Shui Po District,Sham Shui Po,Hong Kong,China,HK,31391462,114.16669,22.32711
4149,4149,"Istanbul, Turkey",,Zeytinburnu,Istanbul,Turkey,TR,31326897,28.8965,41.00728
4150,4150,"Barcelona, Spain",La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,31460245,2.14932,41.37821
4151,4151,"Istanbul , Istanbul, Turkey",,Bahcelievler,Istanbul,Turkey,TR,31771741,28.8516,40.9943
4152,4152,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,31812431,114.15659,22.28146
4153,4153,"Montréal, Québec, Canada",Villeray,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,31861001,-73.62825,45.54149
4154,4154,"Istanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,31972844,28.99228,41.03375
4155,4155,"佐敦, 九龍, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,32087839,114.16934,22.30776
4156,4156,"Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,32096193,2.17991,41.38497
4157,4157,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,32174629,28.98162,41.03832
4158,4158,"Brooklyn, NY, United States",Brooklyn,Clinton Hill,New York,United States,US,3220115,-73.96568,40.68331
4159,4159,"Üsküdar, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,32232797,28.99161,41.07423
4160,4160,"Istanbul, İstanbul, Turkey",Karaköy,Beyoglu,Istanbul,Turkey,TR,32235219,28.9729,41.02771
4161,4161,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,Barcelona,Spain,ES,32362812,2.165,41.38294
4162,4162,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,32528492,114.17262,22.29538
4163,4163,"Montréal, Québec, Canada",Gay Village,Ville-Marie,Montreal,Canada,CA,32546486,-73.55243,45.52154
4164,4164,"Brooklyn, NY, United States",Brooklyn,Crown Heights,New York,United States,US,3261569,-73.93122,40.67658
4165,4165,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,Barcelona,Spain,ES,32636126,2.17075,41.37559
4166,4166,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,China,HK,32856730,114.17602,22.30238
4167,4167,"Barcelona, Catalonia, Spain",Ciutat Vella,el Raval,Barcelona,Spain,ES,3322110,2.16607,41.3784
4168,4168,"Montreal, QC, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,3581676,-73.58053,45.49556
4169,4169,"Dudullu Osb, İstanbul, Turkey",,Atasehir,Istanbul,Turkey,TR,31486435,29.145,40.98795
4170,4170,"Barcelona, Catalunya, Spain",Les Corts,les Corts,Barcelona,Spain,ES,31533365,2.12923,41.38724
4171,4171,"New Territories, New Territories, Hong Kong",,Sha Tin,Hong Kong,China,HK,31600196,114.17814,22.36141
4172,4172,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,31630832,114.17146,22.31202
4173,4173,"Dee Why, NSW, Australia",,Warringah,Sydney,Australia,AU,31696863,151.29413,-33.7513
4174,4174,"wan chai, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,China,HK,3177173,114.17423,22.27634
4175,4175,"Üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,31914885,29.04743,41.03403
4176,4176,"Hong Kong, Kowloon, Hong Kong",Sham Shui Po,Sham Shui Po,Hong Kong,China,HK,31951390,114.16036,22.32639
4177,4177,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,32099175,-43.19026723485284,-22.986312099814512
4178,4178,"Montréal, Québec, Canada",Saint-Laurent,Saint-Laurent,Montreal,Canada,CA,32104281,-73.6746,45.50325
4179,4179,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,32208912,2.17797,41.39271
4180,4180,"Kahuku, HI, United States",Oʻahu,Koolauloa,Oahu,United States,US,32242177,-157.99193,21.69965
4181,4181,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,32287835,2.17463,41.39844
4182,4182,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,32297024,114.15195,22.28232
4183,4183,"Barcelona, CT, Spain",Sant Martí,Provençals del Poblenou,Barcelona,Spain,ES,32327341,2.19404,41.40767
4184,4184,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,32418682,114.18397,22.30222
4185,4185,"Esplugues de Llobregat, CT, Spain",Les Corts,la Maternitat i Sant Ramon,Barcelona,Spain,ES,32663214,2.10189,41.37747
4186,4186,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,China,HK,3288363,114.18394,22.26972
4187,4187,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,32894465,-73.57356,45.49872
4188,4188,"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,32969,-73.93938,40.71596
4189,4189,"Istanbul, Istanbul Province, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,3301571,28.97804,41.02616
4190,4190,"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,3485641,-73.9464,40.71184
4191,4191,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,3654407,-43.32962169487895,-23.011748074828937
4192,4192,"New York, NY, United States",Manhattan,Kips Bay,New York,United States,US,3760592,-73.9801,40.74213
4193,4193,"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,4000621,-73.92754,40.6835
4194,4194,"Rio de Janeiro, RJ, Brazil",Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,31590340,-43.22438875495487,-22.96221540823626
4195,4195,"Hong Kong, Hong Kong Island, Hong Kong",Causeway Bay,Wan Chai,Hong Kong,China,HK,31840261,114.18368,22.28041
4196,4196,"Alfena, Portugal",,Alfena,Porto,Portugal,PT,31864910,-8.53061,41.22317
4197,4197,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,China,HK,31974220,114.17453,22.30188
4198,4198,"Tsuen Shek Shan, Kowloon, Hong Kong",Choi Hung,Wong Tai Sin,Hong Kong,China,HK,32023628,114.20626,22.33709
4199,4199,"Barcelona, Catalunya, Spain",Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,32028943,2.15168,41.4073
4200,4200,"Barcelona, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,32178403,2.17803,41.37924
4201,4201,"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,321803,-43.19106890468637,-22.925010251668844
4202,4202,"Barcelona, Catalunya, Spain",El Raval,el Raval,Barcelona,Spain,ES,32189927,2.16619,41.38539
4203,4203,"Rio de Janeiro, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,3220673,-43.216320091075,-22.984207572947607
4204,4204,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,32361436,151.26621,-33.88746
4205,4205,"Barcelona, Catalunya, Spain",El Raval,el Raval,Barcelona,Spain,ES,32677257,2.16459,41.38401
4206,4206,"Barcelona, Catalunya, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,32679705,2.14959,41.38251
4207,4207,"Rio de Janeiro, Rio de Janeiro, Brazil",,Freguesia (Jacarepaguá),Rio De Janeiro,Brazil,BR,3271418,-43.334599802734886,-22.93592510827873
4208,4208,"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,32745518,-156.44622,20.70462
4209,4209,"Montréal, Québec, Canada",Saint-Henri,Le Sud-Ouest,Montreal,Canada,CA,32746163,-73.58284,45.48047
4210,4210,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,32748063,-73.57206,45.54042
4211,4211,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,32838638,-73.57981,45.49305
4212,4212,"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,333624,-155.99142,19.7183
4213,4213,"Brooklyn, NY, United States",Clinton Hill,Bedford-Stuyvesant,New York,United States,US,3476105,-73.95666,40.68422
4214,4214,"Adalar, Istanbul Province, Turkey",,Adalar,Istanbul,Turkey,TR,3494585,29.13313,40.86722
4215,4215,"istanbul/avcılar/sosyal tesisler., İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,3920340,28.9815,41.03618
4216,4216,"Montréal, Québec, Canada",Gay Village,Ville-Marie,Montreal,Canada,CA,31489144,-73.54999,45.52452
4217,4217,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,31510270,2.16816,41.38622
4218,4218,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,31588317,28.97992,41.03313
4219,4219,"Beaconsfield, QC, Canada",Beaconsfield,Beaconsfield,Montreal,Canada,CA,3170717,-73.89066,45.42057
4220,4220,"Beylikdüzü Osb, İstanbul, Turkey",,Esenyurt,Istanbul,Turkey,TR,31773624,28.69462,41.01049
4221,4221,"Barcelona, Catalunya, Spain",Horta-Guinardó,la Vall d'Hebron,Barcelona,Spain,ES,32037744,2.15006,41.43322
4222,4222,"Hong Kong, New Territories, Hong Kong",,Yuen Long,Hong Kong,China,HK,32112187,114.07642,22.42182
4223,4223,"Vila Nova de Gaia, Portugal",,Gulpilhares e Valadares,Porto,Portugal,PT,32214610,-8.64576,41.08029
4224,4224,"Sydney, NSW, Australia",Central Business District,Sydney,Sydney,Australia,AU,32275673,151.20403,-33.87009
4225,4225,"Barcelona, Catalunya, Spain",El Poble-sec,el Poble Sec,Barcelona,Spain,ES,32351823,2.16757,41.37354
4226,4226,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,China,HK,32699393,114.17386,22.30077
4227,4227,"Barcelona, Catalunya, Spain",El Camp de l'Arpa del Clot,el Camp de l'Arpa del Clot,Barcelona,Spain,ES,32717275,2.18568,41.41067
4228,4228,"Shenzhen Shi, Guangdong Sheng, China",,North,Hong Kong,China,CN,32727861,114.1191,22.53595
4229,4229,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,32839070,-73.57932,45.49013
4230,4230,"太子, 九龍, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,32948708,114.16696,22.32478
4231,4231,"Rio de Janeiro, Rio de Janeiro, Brazil",São Conrado,São Conrado,Rio De Janeiro,Brazil,BR,3616643,-43.257535143699705,-22.994424168863947
4232,4232,"Honolulu, HI, United States",Manoa,Primary Urban Center,Oahu,United States,US,3885090,-157.81375,21.30734
4233,4233,"Vale de Cambra Municipality, Aveiro District, Portugal",,Roge,Porto,Portugal,PT,3920836,-8.36017,40.85437
4234,4234,"New York, NY, United States",Manhattan,Washington Heights,New York,United States,US,4031809,-73.94344,40.83456
4235,4235,"Montreal, QC, Canada",Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,4037541,-73.62986,45.5462
4236,4236,"İstanbul, İstanbul, Turkey",Şişli,Kagithane,Istanbul,Turkey,TR,4185995,28.97489,41.07008
4237,4237,"New York, NY, United States",Manhattan,Greenwich Village,New York,United States,US,4204302,-73.99782,40.73293
4238,4238,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,31538969,28.98788,41.03335
4239,4239,"Rio, Rio de Janeiro, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,3155979,-43.178301250158434,-22.91175745031393
4240,4240,"Barcelona, CT, Spain",L'Antiga Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,31666595,2.15104,41.38667
4241,4241,"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,31687084,29.01716,41.09239
4242,4242,"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,3173305,-43.17814619979946,-22.936829208830687
4243,4243,"Barcelona, Catalunya, Spain",Sant Andreu,la Trinitat Vella,Barcelona,Spain,ES,31845112,2.1894,41.45179
4244,4244,"尖沙咀, 九龍, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,31866944,114.174,22.29892
4245,4245,"Montréal, Québec, Canada",Le Plateau,Ville-Marie,Montreal,Canada,CA,31879987,-73.5621,45.53121
4246,4246,"Leblon, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,31886158,-43.23146921874229,-22.985403065027803
4247,4247,"Santa Teresa, Rio de Janeiro, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,31925067,-43.17837180976206,-22.91607271423973
4248,4248,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,31930748,-43.19885392330072,-22.9843177448412
4249,4249,"Barcelona, Catalunya, Spain",La Vila Olímpica,la Vila Olímpica del Poblenou,Barcelona,Spain,ES,31941328,2.19708,41.38937
4250,4250,"尖沙咀, 九龍, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,China,HK,31995384,114.17949,22.29923
